loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-61645032,BR-291000,fha,2019-03-12,2018-02-05,331973.14,301898.82,6.9,180,CA,purchase,A,25,40k-75k,current,0,Coastal Trust Servicing,2021-01-24,2026-06-02,complete,origination_sys_b
LN-91231433,BR-408630,fha,2021-11-15,2031-09-24,544905.87,368205.08,5.555,120,WY,cash_out_refinance,D,3,40k-75k,current,0,Highline Capital Servicing,2022-05-28,2025-12-20,missing,origination_sys_b
LN-83843653,BR-625926,conventional,2022-07-16,2052-02-09,466403.3,57595.29,5.044,360,WV,refinance,B,19,<40k,current,0,Meridian Loan Servicing,2023-04-23,2026-06-25,partial,origination_sys_b
LN-73267596,BR-208325,fha,2020-08-30,2035-06-13,166452.23,129212.28,45.0,180,VT,cash_out_refinance,B,19,120k+,current,0,Coastal Trust Servicing,2024-04-08,2026-01-14,complete,origination_sys_b
LN-11572544,BR-114635,fha,2022-07-13,2032-05-21,116831.62,62166.58,4.859,120,NM,purchase,C,12,120k+,closed,0,Meridian Loan Servicing,2025-03-03,2025-09-13,partial,origination_sys_b
LN-87951724,BR-436014,fha,2021-10-31,2051-05-27,513384.94,130059.28,8.081,360,AL,purchase,C,15,120k+,delinquent_30,30,Highline Capital Servicing,2024-01-17,2026-01-05,missing,origination_sys_b
LN-91797737,BR-630342,jumbo,2021-02-25,2050-09-21,255452.17,28254.61,3.673,360,MS,cash_out_refinance,A,22,40k-75k,current,0,Highline Capital Servicing,2024-07-18,2025-12-15,partial,manual_spreadsheet
LN-07379098,BR-146558,va,2019-10-29,2039-07-16,221026.44,101320.61,7.17,240,QQ,cash_out_refinance,A,3,75k-120k,current,0,Meridian Loan Servicing,2022-11-03,2026-06-30,missing,origination_sys_a
LN-74424111,BR-451522,fha,2024-03-19,2053-10-13,478435.13,451902.43,7.546,360,IL,refinance,D,14,<40k,current,0,Coastal Trust Servicing,2024-09-05,2025-07-06,complete,origination_sys_b
LN-70296702,BR-735924,va,2019-06-25,2049-01-18,151068.5,135263.25,6.522,360,MI,refinance,C,10,40k-75k,current,0,Highline Capital Servicing,2023-12-13,2026-05-11,partial,manual_spreadsheet
LN-89015972,BR-468560,va,2019-04-28,2039-01-13,577654.14,152887.91,3.583,240,MS,purchase,C,21,120k+,current,0,Meridian Loan Servicing,2026-02-15,2026-06-07,partial,origination_sys_b
LN-72115585,BR-173658,fha,2023-02-22,2032-12-31,278550.36,42277.81,7.982,120,DE,refinance,B,7,40k-75k,delinquent_90,119,Meridian Loan Servicing,2023-08-24,2025-07-22,complete,origination_sys_b
LN-24811570,BR-689766,jumbo,2023-01-05,2021-12-01,171334.11,27478.18,8.051,120,WV,cash_out_refinance,D,20,120k+,delinquent_90,89,Meridian Loan Servicing,2024-04-06,2026-06-04,partial,origination_sys_a
LN-38950058,BR-933675,fha,2020-08-18,2030-06-27,143488.04,94816.58,4.033,120,AL,cash_out_refinance,D,10,40k-75k,current,0,Highline Capital Servicing,2023-01-31,2026-03-21,partial,manual_spreadsheet
LN-53919748,BR-473938,fha,2021-07-22,2036-05-04,422835.29,349266.14,7.74,180,IA,cash_out_refinance,A,29,40k-75k,current,0,Highline Capital Servicing,2025-08-19,2025-06-18,partial,origination_sys_b
LN-30729750,BR-378093,fha,2023-07-28,2038-05-10,644906.03,312294.8,6.386,180,NH,cash_out_refinance,D,9,40k-75k,current,0,Meridian Loan Servicing,2024-10-16,2026-06-23,missing,origination_sys_a
LN-94890910,BR-965964,conventional,2023-02-14,2032-12-23,286468.69,63676.23,4.094,120,MT,refinance,C,22,40k-75k,current,0,Coastal Trust Servicing,2025-03-23,2025-12-10,missing,manual_spreadsheet
LN-31046505,BR-527714,jumbo,2022-09-10,2032-07-19,523306.56,112426.44,4.992,120,FL,purchase,C,2,40k-75k,current,0,Highline Capital Servicing,2022-10-20,2026-01-14,partial,manual_spreadsheet
LN-72618604,BR-305602,conventional,2023-08-02,2053-02-25,116441.05,27762.77,3.923,360,DE,cash_out_refinance,C,11,40k-75k,current,0,Highline Capital Servicing,2023-08-02,2025-08-03,complete,origination_sys_b
LN-65660018,BR-215527,jumbo,2019-04-05,2038-12-21,455719.82,260588.68,3.872,240,KY,refinance,D,20,40k-75k,current,0,Highline Capital Servicing,2024-05-16,2025-11-28,complete,origination_sys_b
LN-61368641,BR-940601,conventional,2022-10-17,2052-05-12,615913.62,510125.92,0.01,360,NE,purchase,C,20,<40k,current,0,Highline Capital Servicing,2024-08-30,2026-04-21,partial,origination_sys_a
LN-91738457,BR-856819,jumbo,2023-11-15,2038-08-28,235978.67,204533.37,4.403,180,WV,cash_out_refinance,D,15,40k-75k,closed,0,Highline Capital Servicing,2023-11-24,2026-07-06,missing,manual_spreadsheet
LN-72671975,BR-249883,conventional,2022-12-31,2021-11-26,454810.87,376915.58,8.237,180,NE,refinance,A,20,<40k,current,0,Meridian Loan Servicing,2024-05-05,2025-12-07,complete,origination_sys_a
LN-69146651,BR-018045,va,2022-03-24,2032-01-31,128213.52,90650.39,4.721,120,WV,cash_out_refinance,A,19,120k+,delinquent_90,75,Meridian Loan Servicing,2026-01-03,2026-01-04,missing,origination_sys_a
LN-19368882,BR-420639,conventional,2019-12-25,2029-11-02,289219.03,241983.49,8.177,120,ZZ,refinance,A,11,<40k,current,0,Coastal Trust Servicing,2025-02-21,2025-12-12,partial,origination_sys_b
LN-40511416,BR-232418,conventional,2020-12-25,2030-11-03,82938.01,16034.67,8.447,120,TX,refinance,B,4,75k-120k,current,0,Coastal Trust Servicing,2023-06-01,2026-01-07,complete,origination_sys_b
LN-11462457,BR-737859,jumbo,2023-12-15,2038-09-27,143079.42,101276.65,4.157,180,CT,purchase,B,4,75k-120k,current,0,Coastal Trust Servicing,2023-12-28,2025-06-17,missing,origination_sys_a
LN-04671212,BR-764471,fha,2019-04-17,2039-01-02,324909.08,143764.54,4.443,240,PA,cash_out_refinance,B,7,<40k,current,0,Meridian Loan Servicing,2023-10-16,2026-02-04,complete,origination_sys_b
LN-36234563,BR-223430,conventional,2020-01-29,2034-11-11,322992.7,137595.78,3.503,180,TX,cash_out_refinance,C,6,75k-120k,current,0,Highline Capital Servicing,2023-03-21,2026-02-24,missing,origination_sys_a
LN-67138756,BR-225016,conventional,2021-06-01,2036-03-14,223789.94,119147.24,3.705,180,TN,purchase,B,22,120k+,current,0,Meridian Loan Servicing,2021-11-01,2025-06-07,missing,manual_spreadsheet
LN-15288998,BR-479049,conventional,2020-12-03,2040-08-20,493449.88,53688.37,4.335,240,LA,cash_out_refinance,B,9,<40k,current,0,Coastal Trust Servicing,2021-08-09,2025-08-05,missing,origination_sys_a
LN-55362055,BR-095572,fha,2023-02-25,2052-09-20,362164.76,180140.98,4.982,360,LA,cash_out_refinance,A,5,40k-75k,current,0,Meridian Loan Servicing,2026-02-21,2026-06-20,complete,origination_sys_b
LN-99216693,BR-982182,conventional,2019-03-22,2034-01-02,616966.22,440456.49,6.63,180,AL,refinance,B,23,75k-120k,current,0,Meridian Loan Servicing,2022-02-02,2026-04-25,complete,manual_spreadsheet
LN-62432683,BR-474144,jumbo,2022-09-08,2032-07-17,491883.25,179587.52,4.425,120,ID,purchase,D,30,40k-75k,delinquent_90,115,Coastal Trust Servicing,2024-04-07,2026-04-21,complete,origination_sys_b
LN-46471700,BR-310891,conventional,2019-11-30,2034-09-12,545974.54,199683.74,4.838,180,SD,cash_out_refinance,A,25,<40k,current,0,Meridian Loan Servicing,2025-12-29,2025-10-04,missing,origination_sys_b
LN-31066181,BR-258190,jumbo,2023-10-13,2033-08-21,195323.34,105794.62,5.427,120,MN,cash_out_refinance,C,7,120k+,current,0,Coastal Trust Servicing,2024-05-30,2025-11-05,partial,origination_sys_a
LN-99861556,BR-163831,jumbo,2019-08-14,2034-05-27,137989.67,18977.48,6.809,180,KY,cash_out_refinance,A,25,<40k,current,0,Meridian Loan Servicing,2021-04-05,2025-12-02,partial,origination_sys_a
LN-92091334,BR-647386,fha,31/02/2021,2050-10-04,491165.77,138649.13,5.416,360,OK,refinance,D,17,40k-75k,current,0,Highline Capital Servicing,2021-08-28,2026-01-05,missing,manual_spreadsheet
LN-41193871,BR-485942,fha,2021-05-13,2036-02-24,480763.19,360613.69,3.779,180,FL,purchase,B,12,<40k,current,0,Coastal Trust Servicing,2023-09-29,2026-03-13,partial,origination_sys_a
LN-30058117,BR-762437,conventional,2022-12-07,2032-10-15,457765.97,406173.57,4.934,120,GA,purchase,A,19,40k-75k,delinquent_60,50,Coastal Trust Servicing,2023-10-31,2025-08-15,complete,origination_sys_b
LN-32920397,BR-403896,conventional,2023-09-02,2053-03-28,467545.02,96043.08,7.583,360,NJ,refinance,C,20,120k+,current,0,Highline Capital Servicing,2024-08-04,2026-02-12,complete,origination_sys_b
LN-21120912,BR-920509,jumbo,2022-08-17,2052-03-12,190996.44,163848.06,3.728,360,MA,purchase,C,0,75k-120k,current,0,Highline Capital Servicing,2024-11-09,2025-06-15,missing,origination_sys_a
LN-55707480,BR-160692,fha,2020-10-06,2050-05-02,493642.23,60336.34,7.537,360,TN,purchase,B,30,75k-120k,delinquent_30,31,Highline Capital Servicing,2022-03-27,2026-06-15,partial,origination_sys_b
LN-01648185,BR-970039,fha,2021-01-07,2050-08-03,102807.35,35381.34,3.841,360,OR,refinance,C,2,<40k,current,0,Meridian Loan Servicing,2025-01-01,2026-04-07,partial,origination_sys_b
LN-32466456,BR-304489,conventional,2021-08-27,2041-05-14,514993.43,295740.86,6.603,240,TN,purchase,B,22,<40k,delinquent_90,106,Meridian Loan Servicing,2026-06-09,2025-06-21,complete,origination_sys_b
LN-34581119,BR-344036,fha,2021-02-08,2035-11-22,404976.22,90813.97,7.011,180,NM,purchase,C,14,<40k,current,0,Coastal Trust Servicing,2021-12-23,2025-07-18,partial,origination_sys_a
LN-44089626,BR-004278,fha,2022-08-04,2037-05-17,262506.37,242391.88,6.848,180,ZZ,purchase,A,2,120k+,current,0,Highline Capital Servicing,2024-04-03,2026-07-10,complete,origination_sys_a
LN-58581751,BR-687870,jumbo,2020-12-16,2050-07-12,354526.4,175426.63,8.169,360,NY,refinance,A,25,120k+,delinquent_30,41,Highline Capital Servicing,2020-12-31,2026-05-21,partial,origination_sys_a
LN-51339950,BR-808586,jumbo,2022-07-23,2052-02-16,444182.35,203604.1,5.57,360,MN,refinance,D,16,75k-120k,current,0,Meridian Loan Servicing,2023-07-18,2026-05-23,partial,origination_sys_b
LN-66799008,BR-009176,conventional,2021-02-03,2035-11-17,395069.54,320694.31,6.668,180,NC,cash_out_refinance,A,21,75k-120k,current,0,Highline Capital Servicing,2022-04-12,2026-05-19,complete,origination_sys_b
LN-96739752,BR-639960,jumbo,2022-02-03,2051-08-30,145265.63,32264.77,3.663,360,AK,purchase,C,26,75k-120k,closed,0,Highline Capital Servicing,2023-01-18,2025-12-29,missing,origination_sys_b
LN-16919540,BR-856786,va,2020-05-10,2049-12-04,189816.43,76350.01,7.687,360,HI,refinance,B,2,<40k,delinquent_60,74,Meridian Loan Servicing,2025-04-05,2026-01-06,complete,manual_spreadsheet
LN-71463282,BR-527776,va,2023-04-27,2038-02-07,95856.45,33411.77,3.915,180,GA,cash_out_refinance,A,20,<40k,delinquent_90,99,Meridian Loan Servicing,2025-11-22,2025-06-13,missing,origination_sys_a
LN-34009063,BR-398101,conventional,2019-08-08,2034-05-21,241003.93,45690.95,4.086,180,MI,refinance,D,19,<40k,current,0,Meridian Loan Servicing,2025-06-14,2025-09-15,missing,origination_sys_b
LN-81232792,BR-493527,jumbo,2024-03-12,2034-01-19,189921.8,175654.5,5.68,120,MT,purchase,C,5,40k-75k,current,0,Coastal Trust Servicing,2026-07-26,2025-09-19,missing,origination_sys_b
LN-48478664,BR-536010,va,2024-05-23,2053-12-17,138649.92,38242.39,6.434,360,ME,cash_out_refinance,C,12,<40k,current,0,Meridian Loan Servicing,2024-11-23,2026-06-05,partial,origination_sys_b
LN-06725320,BR-222579,conventional,2023-06-08,2038-03-21,283914.37,252188.56,6.37,180,TN,refinance,D,10,75k-120k,current,0,Meridian Loan Servicing,2024-07-15,2025-08-02,complete,origination_sys_b
LN-35268992,BR-848906,conventional,2021-10-18,2031-08-27,644448.04,381479.95,5.849,120,NE,cash_out_refinance,C,8,75k-120k,current,0,Highline Capital Servicing,2024-01-15,2026-03-30,complete,manual_spreadsheet
LN-89128198,BR-720788,conventional,2023-05-06,2043-01-21,361476.6,328939.42,8.171,240,AR,refinance,A,3,<40k,current,0,Highline Capital Servicing,2023-10-06,2025-08-02,partial,origination_sys_b
LN-87894415,BR-569372,va,2022-11-09,2052-06-04,233849.87,188298.76,7.331,360,VA,purchase,C,17,40k-75k,current,0,Coastal Trust Servicing,2026-06-26,2025-11-11,missing,origination_sys_a
LN-34387539,BR-768119,jumbo,2022-11-24,2032-10-02,122832.31,65050.16,8.375,120,SC,cash_out_refinance,B,24,120k+,current,0,Meridian Loan Servicing,2023-04-13,2026-07-25,partial,origination_sys_b
LN-10424531,BR-532343,jumbo,2019-12-03,2039-08-20,622351.92,285873.66,4.863,240,CT,purchase,D,23,120k+,current,0,Meridian Loan Servicing,2023-03-21,2026-06-17,complete,origination_sys_b
LN-92002012,BR-673178,va,2019-12-28,2039-09-14,381850.77,202543.66,5.976,240,HI,purchase,C,20,75k-120k,current,0,Coastal Trust Servicing,2023-03-21,2025-10-06,missing,origination_sys_a
LN-16134964,BR-098170,va,2019-07-13,2034-04-25,366846.89,130083.71,8.348,180,PA,purchase,D,27,40k-75k,current,0,Highline Capital Servicing,2020-10-03,2025-10-01,complete,origination_sys_a
LN-37479243,BR-037878,jumbo,2022-03-07,2041-11-22,556154.65,280035.65,4.064,240,UT,cash_out_refinance,A,4,120k+,current,0,Meridian Loan Servicing,2025-11-16,2025-07-22,complete,origination_sys_b
LN-93126599,BR-819335,va,2021-10-16,2031-08-25,-21312.58,70203.26,5.047,120,AZ,cash_out_refinance,C,26,<40k,closed,0,Highline Capital Servicing,2026-04-01,2025-09-08,partial,manual_spreadsheet
LN-19663270,BR-025034,conventional,2024-06-05,2044-02-21,244392.86,30781.43,3.75,240,FL,refinance,C,25,40k-75k,current,0,Meridian Loan Servicing,2026-06-05,2026-05-15,partial,origination_sys_a
,BR-563561,fha,2023-02-10,2037-11-23,326268.95,55295.78,5.582,180,IL,refinance,C,2,75k-120k,current,0,Coastal Trust Servicing,2025-09-11,2025-10-06,missing,origination_sys_a
LN-33494907,BR-019753,va,2021-02-08,2050-09-04,134744.11,67697.37,3.768,360,MT,purchase,D,21,<40k,current,0,Highline Capital Servicing,2025-08-19,2026-05-31,missing,origination_sys_b
LN-85681557,BR-755918,fha,2023-09-15,2033-07-24,128255.68,92389.16,5.004,120,MD,cash_out_refinance,A,25,120k+,closed,0,Coastal Trust Servicing,2024-10-30,2025-07-20,complete,origination_sys_a
LN-84014988,BR-586864,conventional,2019-01-01,2033-10-14,424160.68,359315.31,4.424,180,WV,cash_out_refinance,B,5,40k-75k,current,0,Highline Capital Servicing,2024-05-21,2025-06-13,partial,origination_sys_b
LN-14404503,BR-686099,jumbo,2022-09-29,2032-08-07,626682.11,332755.97,7.912,120,NJ,refinance,A,5,75k-120k,current,0,Coastal Trust Servicing,2025-07-25,2026-07-15,complete,origination_sys_b
LN-48176908,BR-496175,va,2024-01-23,2053-08-18,372435.74,298573.41,4.147,360,MA,cash_out_refinance,C,18,120k+,current,0,Meridian Loan Servicing,2024-03-09,2025-11-21,complete,manual_spreadsheet
LN-87281874,BR-061807,conventional,2019-11-22,2034-09-04,135028.05,116085.32,8.118,180,MA,purchase,D,12,40k-75k,delinquent_90,89,Coastal Trust Servicing,2026-04-29,2026-07-01,missing,origination_sys_a
LN-57009001,BR-075836,jumbo,2020-02-05,2039-10-23,359928.72,134245.61,4.451,240,IN,cash_out_refinance,D,16,75k-120k,current,0,Highline Capital Servicing,2026-05-12,2026-07-22,complete,origination_sys_a
LN-14050828,BR-338125,fha,2021-06-17,2051-01-11,436518.3,90411.51,7.766,360,SC,cash_out_refinance,C,12,<40k,current,0,Coastal Trust Servicing,2025-05-15,2025-10-31,complete,manual_spreadsheet
LN-28379048,BR-568830,jumbo,2021-08-22,2041-05-09,452342.24,417315.79,6.491,240,SC,purchase,D,30,40k-75k,current,0,Highline Capital Servicing,2025-09-11,2025-08-11,complete,origination_sys_a
LN-90716360,BR-433175,conventional,2019-03-14,2048-10-07,369334.43,146704.65,5.69,360,SC,refinance,C,6,75k-120k,current,0,Highline Capital Servicing,2019-11-06,2025-06-11,complete,origination_sys_a
LN-90780110,BR-362264,conventional,2019-07-08,2029-05-16,209461.76,65906.23,6.783,120,CA,refinance,B,15,75k-120k,delinquent_60,62,Meridian Loan Servicing,2024-06-27,2025-06-24,missing,origination_sys_b
LN-65097622,BR-192723,fha,2024-04-12,2043-12-29,524718.79,367942.84,3.679,240,KS,cash_out_refinance,D,20,120k+,current,0,Meridian Loan Servicing,2024-05-03,2025-11-11,partial,origination_sys_a
LN-48663708,BR-353068,va,2020-07-07,2040-03-24,415296.89,288485.6,7.551,240,PA,purchase,A,10,120k+,closed,0,Highline Capital Servicing,2021-02-25,2025-12-14,complete,manual_spreadsheet
LN-51379107,BR-902533,va,2021-03-05,2040-11-20,569353.03,86951.79,5.308,240,TX,refinance,A,3,75k-120k,current,0,Coastal Trust Servicing,2024-11-17,2026-06-29,partial,origination_sys_b
LN-82092630,BR-172816,fha,2023-10-02,2038-07-15,332970.95,311435.49,7.856,180,TN,purchase,B,3,<40k,current,0,Meridian Loan Servicing,2026-03-21,2026-04-23,missing,origination_sys_b
LN-50215102,BR-586042,conventional,2019-03-27,2034-01-07,114663.33,39287.43,5.133,180,MS,refinance,D,28,75k-120k,current,0,Highline Capital Servicing,2022-07-13,2025-11-28,missing,origination_sys_a
LN-85755328,BR-073900,fha,2019-11-25,2039-08-12,105428.03,16788.12,6.327,240,OR,cash_out_refinance,D,17,<40k,delinquent_90,113,Coastal Trust Servicing,2020-06-22,2025-09-17,,origination_sys_b
LN-79239649,BR-405034,fha,2022-09-12,2052-04-07,260655.43,204413.79,5.745,360,NE,purchase,B,29,40k-75k,current,0,Highline Capital Servicing,2026-06-23,2025-10-03,missing,manual_spreadsheet
LN-56788012,BR-597104,fha,2019-10-10,2039-06-27,533637.89,352021.69,8.45,240,FL,cash_out_refinance,D,28,120k+,current,0,Highline Capital Servicing,2021-03-15,2025-08-15,partial,manual_spreadsheet
LN-69073444,BR-824117,conventional,2022-02-14,2036-11-27,485830.6,412385.06,4.261,180,AL,cash_out_refinance,C,21,120k+,delinquent_60,55,Highline Capital Servicing,2023-12-02,2026-04-08,partial,origination_sys_a
LN-85843311,BR-879255,va,2021-11-07,2041-07-25,618517.82,536648.44,3.997,240,ME,purchase,A,9,75k-120k,current,0,Highline Capital Servicing,2024-04-23,2026-02-21,complete,origination_sys_a
LN-28709957,BR-080295,jumbo,2020-08-13,2040-04-30,643619.18,199233.29,6.104,240,NJ,refinance,A,22,<40k,delinquent_90,84,Highline Capital Servicing,2025-06-18,2025-07-20,partial,origination_sys_b
LN-77352657,BR-739497,va,2019-06-27,2034-04-09,646054.03,211977.64,4.452,180,OK,cash_out_refinance,A,30,<40k,current,0,Meridian Loan Servicing,2021-01-07,2026-06-17,missing,origination_sys_b
LN-16057244,BR-670666,fha,2023-11-22,2038-09-04,463808.15,336032.19,6.689,180,NM,cash_out_refinance,B,28,75k-120k,current,0,Meridian Loan Servicing,2026-05-06,2025-10-23,partial,manual_spreadsheet
LN-18729361,BR-431677,jumbo,2021-09-20,2051-04-16,534145.32,329365.46,7.701,360,NY,cash_out_refinance,D,21,40k-75k,current,0,Meridian Loan Servicing,2023-05-08,2025-09-21,partial,manual_spreadsheet
LN-43927383,BR-451269,va,2020-03-16,2049-10-10,114657.86,33706.1,4.146,360,OH,purchase,A,25,120k+,current,0,Meridian Loan Servicing,2023-12-11,2026-07-20,partial,manual_spreadsheet
LN-82893279,BR-009134,fha,2019-05-10,2029-03-18,375629.93,241235.89,4.915,120,AK,purchase,B,1,75k-120k,current,0,Coastal Trust Servicing,2020-09-27,2025-12-20,partial,manual_spreadsheet
LN-77075905,BR-388747,va,2021-03-31,2036-01-12,546428.66,10704.42,4.87,180,IL,purchase,C,20,120k+,closed,47,Highline Capital Servicing,2022-11-17,2026-06-05,partial,origination_sys_a
LN-04335129,BR-323563,conventional,2020-03-31,2049-10-25,399767.87,215536.01,3.977,360,HI,purchase,D,18,40k-75k,delinquent_90,90,Meridian Loan Servicing,2021-10-30,2025-12-13,partial,manual_spreadsheet
LN-47806582,BR-254492,jumbo,2023-09-13,2053-04-08,378341.23,89401.08,7.044,360,NC,cash_out_refinance,A,29,<40k,delinquent_30,30,Highline Capital Servicing,2024-02-18,2025-10-08,partial,origination_sys_a
LN-84651840,BR-197823,va,2023-03-31,2033-02-06,172393.08,54144.11,6.319,120,HI,purchase,C,16,40k-75k,current,0,Coastal Trust Servicing,2025-04-29,2025-06-20,missing,manual_spreadsheet
LN-58041093,BR-165304,fha,2020-05-29,2049-12-23,343841.69,53029.97,3.834,360,SD,cash_out_refinance,B,11,<40k,delinquent_90,83,Meridian Loan Servicing,2023-06-27,2025-08-24,partial,origination_sys_b
LN-25121515,BR-635869,jumbo,2022-04-11,2041-12-27,289346.64,86242.51,4.547,240,AL,purchase,B,2,40k-75k,delinquent_90,116,Meridian Loan Servicing,2023-03-14,2026-05-04,partial,origination_sys_a
LN-35153343,BR-558899,va,2020-10-24,2030-09-02,590693.4,534955.09,7.057,120,NV,cash_out_refinance,D,15,75k-120k,current,0,Coastal Trust Servicing,2022-02-28,2026-01-28,missing,origination_sys_b
LN-46891399,BR-131539,va,2022-08-28,2042-05-15,181467.07,38794.45,6.014,240,AL,cash_out_refinance,C,1,75k-120k,delinquent_60,66,Coastal Trust Servicing,2025-05-04,2026-06-08,partial,origination_sys_a
LN-96448780,BR-081781,jumbo,2022-11-25,2042-08-12,236279.08,212971.81,7.67,240,DE,purchase,D,20,<40k,current,0,Highline Capital Servicing,2023-06-12,2026-01-28,missing,origination_sys_b
LN-19730646,BR-017121,conventional,2023-10-13,2038-07-26,453409.98,146525.97,4.878,180,IL,cash_out_refinance,D,5,<40k,current,0,Highline Capital Servicing,2025-04-25,2026-05-30,missing,origination_sys_b
LN-91036010,BR-648936,fha,2019-08-30,2039-05-17,345763.8,82744.81,7.237,240,WV,purchase,C,1,120k+,current,0,Coastal Trust Servicing,2022-11-17,2025-07-30,complete,origination_sys_b
LN-62453646,BR-808352,jumbo,2019-10-15,2039-07-02,315970.18,75837.91,5.235,240,UT,refinance,B,10,75k-120k,current,0,Meridian Loan Servicing,2025-07-17,2025-10-11,complete,origination_sys_b
,BR-914391,va,2020-03-22,2049-10-16,228682.17,38045.52,5.031,360,NJ,cash_out_refinance,B,24,<40k,current,0,Highline Capital Servicing,2025-05-04,2025-08-11,missing,manual_spreadsheet
LN-44092991,BR-425511,va,2022-11-23,2052-06-18,496644.27,271894.73,7.933,360,VT,cash_out_refinance,B,30,40k-75k,current,0,Meridian Loan Servicing,2024-10-05,2025-11-20,complete,origination_sys_a
LN-83022026,BR-834346,fha,2020-09-25,2035-07-09,536849.09,300685.69,8.064,180,TX,refinance,D,22,40k-75k,current,0,Meridian Loan Servicing,2025-01-29,2025-09-11,complete,origination_sys_b
LN-30475267,BR-338679,fha,2023-04-12,2038-01-23,307933.63,206917.52,4.19,180,IL,purchase,B,9,120k+,current,0,Meridian Loan Servicing,2025-03-07,2026-04-02,partial,manual_spreadsheet
LN-13518376,BR-481156,conventional,2020-01-04,2049-07-30,165926.11,113754.25,5.931,360,TX,refinance,D,24,<40k,current,0,Highline Capital Servicing,2024-10-09,2026-01-02,partial,manual_spreadsheet
LN-35379536,BR-139518,jumbo,2022-07-22,2032-05-30,424072.55,113627.85,5.674,120,NJ,refinance,A,3,120k+,current,0,Highline Capital Servicing,2024-08-11,2026-05-31,complete,manual_spreadsheet
LN-13036530,BR-720076,jumbo,2022-11-06,2042-07-24,223826.28,148432.08,7.964,240,MN,refinance,B,29,120k+,current,0,Meridian Loan Servicing,2023-04-11,2025-10-15,partial,origination_sys_b
LN-09740926,BR-884112,va,2019-03-20,2033-12-31,427331.49,143054.06,6.578,180,OH,purchase,A,11,120k+,delinquent_30,31,Meridian Loan Servicing,2024-02-11,2026-06-07,partial,manual_spreadsheet
LN-24041259,BR-320302,jumbo,2022-11-11,2037-08-24,237806.67,90194.44,6.44,180,SD,cash_out_refinance,C,17,120k+,current,0,Highline Capital Servicing,2025-12-27,2025-10-24,complete,origination_sys_b
LN-66208965,BR-329323,jumbo,2020-11-28,2040-08-15,277428.8,158765.4,3.648,240,SC,cash_out_refinance,B,19,75k-120k,current,0,Coastal Trust Servicing,2025-09-30,2026-02-28,partial,origination_sys_a
LN-68029511,BR-774474,va,2023-03-19,2042-12-04,397170.51,18006.48,5.097,240,MS,cash_out_refinance,A,21,75k-120k,closed,0,Coastal Trust Servicing,2026-03-19,2025-12-11,missing,origination_sys_b
LN-25341936,BR-946616,conventional,2020-04-06,2049-10-31,362054.93,201184.2,6.498,360,WA,refinance,A,10,40k-75k,delinquent_60,50,Meridian Loan Servicing,2025-07-21,2025-12-22,missing,origination_sys_a
,BR-282426,fha,2024-05-03,2044-01-19,92950.12,40791.98,7.484,240,NJ,cash_out_refinance,A,25,75k-120k,delinquent_30,36,Meridian Loan Servicing,2025-01-08,2025-09-07,partial,manual_spreadsheet
LN-04271765,BR-047238,conventional,2024-05-25,2034-04-03,83923.49,77421.59,5.317,120,VA,cash_out_refinance,D,13,<40k,current,0,Meridian Loan Servicing,2024-10-21,2025-12-15,partial,manual_spreadsheet
LN-42364777,BR-363422,conventional,2023-03-24,2033-01-30,491536.7,313848.72,7.307,120,GA,cash_out_refinance,C,0,40k-75k,current,0,Highline Capital Servicing,2026-05-21,2026-07-13,partial,manual_spreadsheet
LN-27612360,BR-235277,jumbo,2020-08-19,2040-05-06,618531.39,504377.04,5.885,240,HI,refinance,B,18,75k-120k,current,0,Coastal Trust Servicing,2024-10-30,2026-05-11,partial,origination_sys_b
LN-33227763,BR-499887,fha,2022-08-20,2037-06-02,576345.89,311373.97,7.207,180,MS,cash_out_refinance,A,12,<40k,current,0,Highline Capital Servicing,2025-06-24,2025-07-04,complete,origination_sys_b
LN-76626406,BR-501809,va,2022-02-07,2031-12-17,633149.22,571367.42,3.804,120,IA,purchase,D,14,<40k,current,0,Coastal Trust Servicing,2026-06-26,2026-07-14,complete,origination_sys_b
LN-24558187,BR-186407,va,2023-06-06,2033-04-14,191962.72,163370.75,5.963,120,ID,refinance,D,16,75k-120k,current,0,Coastal Trust Servicing,2025-02-08,2026-03-29,partial,manual_spreadsheet
LN-08541760,BR-836811,fha,2020-05-24,2040-02-09,236914.36,112042.8,4.566,240,NC,refinance,C,24,120k+,current,0,Meridian Loan Servicing,2023-10-05,2026-02-05,missing,origination_sys_a
LN-63545472,BR-298337,va,2022-03-15,2036-12-26,264546.29,208166.59,5.749,180,NV,cash_out_refinance,D,24,120k+,current,0,Meridian Loan Servicing,2026-06-23,2026-04-09,partial,origination_sys_a
LN-72723373,BR-512581,fha,2024-06-06,2053-12-31,281558.82,74735.53,4.302,360,WA,refinance,D,30,<40k,closed,0,Coastal Trust Servicing,2025-07-10,2026-07-25,missing,manual_spreadsheet
LN-23911737,BR-411210,fha,2021-09-24,2036-07-07,239681.29,104093.8,5.139,180,OH,cash_out_refinance,C,17,75k-120k,current,0,Coastal Trust Servicing,2021-11-07,2025-11-23,complete,origination_sys_a
